SNO,Protein A,Protein B,UniProtID A,UniProtID B,PDB ID A,PDB ID B
111,RBMX,SRSF2,Q9WV02,Q62093,No 3D Structure,No 3D Structure
112,HNRNPA1,SNRNP200,P09651,Q6P4T2,"1HA1, 1L3K, 1PGZ, 1PO6, 1U1K, 1U1L, 1U1M, 1U1N, 1U1O, 1U1P, 1U1Q, 1U1R, 1UP1, 2H4M, 2LYV, 2UP1, 4YOE, 5MPG, 5MPL, 5ZGD, 5ZGL, 6BXX, 6DCL, 6J60, 7BX7, 7ZJ2, 8IK7, 8IKB, 8IKP, 8IKS, 8RZV, 8X0N, 9F1S, 9F4D, 9F4G, 9F4H, 9F4J, 9F4K, 9F4L, 9F4N, 9F4O, 9F4P, 9F4Q, 9F4R, 9F4S, 9F4T, 9F4U, 9F4V, 9F4W, 9F4X, 9F4Y, 9F4Z, 9F50, 9F51, 9F52, 9F53, 9F54, 9F55, 9F5C, 9F5D, 9F5E, 9F5F, 9F5G, 9F5K, 9F7F, 9F7H, 9GEA, 9GPJ, 9HQ9, 9HQJ, 9HQL",No 3D Structure
113,CALCOCO2,TAX1BP1,Q13137,Q3UKC1,"2MXP, 3VVV, 3VVW, 4GXL, 4HAN, 4XKL, 5AAQ, 5Z7A, 5Z7L, 7EAA",No 3D Structure
114,NONO,DHX9,Q5FVM4,Q5R874,No 3D Structure,No 3D Structure
115,HSP90AA1,SNCA,A5A6K9,Q3T0G8,No 3D Structure,No 3D Structure
116,PABPC1,DDX5,P11940,Q5R4I9,"1CVJ, 1G9L, 1JGN, 1JH4, 2D9P, 2K8G, 2RQG, 2RQH, 2X04, 3KTP, 3KTR, 3KUI, 3KUJ, 3KUR, 3KUS, 3KUT, 3PKN, 3PTH, 4F02, 4F25, 4F26, 5DX1, 5DX8, 5DXA, 5LGP, 5LGQ, 5LGR, 5LGS, 7BN3, 8SMO",No 3D Structure
117,OPTN,UBQLN1,Q8K3K8,Q8R317,5WQ4,No 3D Structure
118,MDM4,YWHAQ,O15151,P68254,"2CR8, 2MWY, 2N06, 2N0U, 2N0W, 2N14, 2VJE, 2VJF, 2VYR, 3DAB, 3EQY, 3FDO, 3FE7, 3FEA, 3JZO, 3JZP, 3JZQ, 3LBJ, 3MQR, 3U15, 4RXZ, 5MNJ, 5UML, 5VK1, 6Q9Q, 6Q9S, 6Q9U, 6Q9W, 6Q9Y, 6YR5, 6YR7, 7C3Q, 7C3Y, 7C44, 7EL4, 7KJN, 7MLA, 8HDG, 8IA5",No 3D Structure
119,DLD,SDHB,Q94AX4,O44074,No 3D Structure,"3VR8, 3VR9, 3VRA, 3VRB, 4YSX, 4YSY, 4YSZ, 4YT0, 4YTM, 4YTN, 5C2T, 5C3J"
120,PMPCA,TIMM44,Q10713,O43615,No 3D Structure,2CW9
121,APP,UCHL1,A2VEY9,Q6SEG5,No 3D Structure,No 3D Structure
122,YWHAQ,PI4KB,P68254,Q49GP3,No 3D Structure,No 3D Structure
123,ATG9A,SQSTM1,Q3T904,Q64337,No 3D Structure,"2RRU, 2ZJD, 3ADE, 3B0F, 3WDZ"
124,MATR3,RBMX,P43243,Q9WV02,No 3D Structure,No 3D Structure
125,TARDBP,SNRNP200,Q13148,Q6P4T2,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR",No 3D Structure
126,DDX5,HNRNPU,Q5R4I9,Q8VEK3,No 3D Structure,No 3D Structure
127,CPSF6,PSPC1,Q6NVF9,Q8WXF1,No 3D Structure,"3SDE, 5IFN, 5WPA"
128,PDGFD,DCTN1,Q9GZP0,A0A287B8J2,No 3D Structure,"6ZNL, 7Z8F, 8PQW, 8PQZ, 8PR0, 8PR5, 8PTK"
129,EWSR1,TAF15,Q61545,Q9AST1,No 3D Structure,No 3D Structure
130,SMN1,HNRNPA2B1,P97801,P22626,No 3D Structure,"1X4B, 5EN1, 5HO4, 5WWE, 5WWF, 5WWG, 6WPQ, 6WQK, 7WM3, 8DU2, 8DUW, 8EC7, 8HNI"
131,C9orf72,APP,Q96LT7,A2VEY9,"6LT0, 6V4U, 7MGE, 7O2W",No 3D Structure
132,HNRNPU,SNRNP70,Q8VEK3,P08621,No 3D Structure,"2L5I, 2L5J, 3CW1, 3PGW, 4PJO, 4PKD, 6QX9, 7B0Y, 7VPX, 8R08"
133,PSMC2,UBQLN1,P35998,Q8R317,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q",No 3D Structure
134,ACO2,ACAA2,Q94A28,P42765,No 3D Structure,"4C2J, 4C2K"
135,TAF15,TRA2B,Q9AST1,Q3ZBT6,No 3D Structure,No 3D Structure
136,SNRNP70,SRSF9,P08621,Q13242,"2L5I, 2L5J, 3CW1, 3PGW, 4PJO, 4PKD, 6QX9, 7B0Y, 7VPX, 8R08",No 3D Structure
137,U2AF2,ILF2,P26368,Q12905,"1JMT, 1O0P, 1OPI, 1U2F, 2G4B, 2HZC, 2M0G, 2U2F, 2YH0, 2YH1, 3VAF, 3VAG, 3VAH, 3VAI, 3VAJ, 3VAK, 3VAL, 3VAM, 4FXW, 4TU7, 4TU8, 4TU9, 5EV1, 5EV2, 5EV3, 5EV4, 5W0G, 5W0H, 6TR0, 6XLV, 6XLW, 6XLX, 7S3A, 7S3B, 7S3C, 7SN6, 8P25, 9C7A, 9C7B, 9DWU",No 3D Structure
138,PFN1,HTT,P62962,P42858,No 3D Structure,"2LD0, 2LD2, 3IO4, 3IO6, 3IOR, 3IOT, 3IOU, 3IOV, 3IOW, 3LRH, 4FE8, 4FEB, 4FEC, 4FED, 4RAV, 6EZ8, 6N8C, 6RMH, 6X9O, 6YEJ, 7DXJ, 7DXK, 8R2O, 8SAH, 8VLX, 8W15"
139,SOCS3,TRAF6,O14543,B6CJY4,No 3D Structure,No 3D Structure
140,KHDRBS1,RALY,Q07666,Q64012,"2XA6, 3QHE, 7Z89, 7Z8A, 7Z9A, 7Z9B, 7ZAB, 7ZAC, 7ZAF, 7ZAM",No 3D Structure
141,DDX5,SYNCRIP,Q5R4I9,O60506,No 3D Structure,"2DGU, 2MXT, 2NBB, 6KOR"
142,MAP1LC3B,TAX1BP1,Q9GZQ8,Q3UKC1,"1V49, 2LUE, 2N9X, 2ZJD, 3VTU, 3VTV, 3VTW, 3WAO, 3X0W, 4WAA, 5D94, 5DCN, 5GMV, 5MS2, 5MS5, 5MS6, 5V4K, 5W9A, 5XAC, 5XAD, 5XAE, 6J04, 6LAN, 7ELG, 7GA8, 7GA9, 7GAA, 7GAB, 7GAC, 7GAD, 7GAE, 7GAF, 7GAG, 7GAH, 7GAI, 7GAJ, 7GAK, 7GAL, 7GAM, 7GAN, 7GAO, 7GAP, 7GAQ, 7GAR, 7GAS, 7GAU, 8Q53, 8Q7K, 8YV6",No 3D Structure
143,HDAC6,SNCA,Q9UBN7,Q3T0G8,"3C5K, 3GV4, 3PHD, 5B8D, 5EDU, 5KH3, 5KH7, 5KH9, 5WBN, 5WPB, 6CE6, 6CE8, 6CEA, 6CEC, 6CED, 6CEE, 6CEF, 7ZYU, 8G43, 8G44, 8G45",No 3D Structure
144,PABPC1,RALY,P11940,Q64012,"1CVJ, 1G9L, 1JGN, 1JH4, 2D9P, 2K8G, 2RQG, 2RQH, 2X04, 3KTP, 3KTR, 3KUI, 3KUJ, 3KUR, 3KUS, 3KUT, 3PKN, 3PTH, 4F02, 4F25, 4F26, 5DX1, 5DX8, 5DXA, 5LGP, 5LGQ, 5LGR, 5LGS, 7BN3, 8SMO",No 3D Structure
145,PCBP1,ILF3,P60335,Q9Z1X4,No 3D Structure,"4AT7, 4AT8, 4AT9, 4ATB, 5DV7"
146,VAPB,PITPNM2,O95292,Q9BZ72,"2MDK, 3IKK",No 3D Structure
147,SRSF1,ILF2,Q6PDM2,Q12905,1X4C,No 3D Structure
148,HNRNPF,SRSF9,P52597,Q13242,"2HGL, 2HGM, 2HGN, 2KFY, 2KG0, 2KG1, 3TFY",No 3D Structure
149,FUS,SRSF9,P56959,Q13242,No 3D Structure,No 3D Structure
150,HNRNPL,MATR3,Q8R081,P43243,"3S01, 3TYT",No 3D Structure
151,SNCAIP,PINK1,Q9Y6H5,B5DFG1,2KES,No 3D Structure
152,RBM14,HNRNPC,Q8C2Q3,P07910,No 3D Structure,"1TXP, 1WF2, 2MXY, 2MZ1, 3LN4"
153,SNRNP200,U2AF2,Q6P4T2,P26368,No 3D Structure,"1JMT, 1O0P, 1OPI, 1U2F, 2G4B, 2HZC, 2M0G, 2U2F, 2YH0, 2YH1, 3VAF, 3VAG, 3VAH, 3VAI, 3VAJ, 3VAK, 3VAL, 3VAM, 4FXW, 4TU7, 4TU8, 4TU9, 5EV1, 5EV2, 5EV3, 5EV4, 5W0G, 5W0H, 6TR0, 6XLV, 6XLW, 6XLX, 7S3A, 7S3B, 7S3C, 7SN6, 8P25, 9C7A, 9C7B, 9DWU"
154,UBQLN2,MATR3,Q9UHD9,P43243,"1J8C, 2NBV, 6MUN, 7F7X",No 3D Structure
155,PCBP1,HNRNPU,P60335,Q8VEK3,No 3D Structure,No 3D Structure
156,PSMD4,SQSTM1,O35226,Q64337,No 3D Structure,"2RRU, 2ZJD, 3ADE, 3B0F, 3WDZ"
157,FBXL5,CIAO1,Q8C2S5,O76071,No 3D Structure,3FM0
158,CCNF,VCP,Q8K4F8,P42660,No 3D Structure,No 3D Structure
159,EWSR1,HNRNPA3,Q61545,P51991,No 3D Structure,No 3D Structure
160,PABPC1,PCBP1,P11940,P60335,"1CVJ, 1G9L, 1JGN, 1JH4, 2D9P, 2K8G, 2RQG, 2RQH, 2X04, 3KTP, 3KTR, 3KUI, 3KUJ, 3KUR, 3KUS, 3KUT, 3PKN, 3PTH, 4F02, 4F25, 4F26, 5DX1, 5DX8, 5DXA, 5LGP, 5LGQ, 5LGR, 5LGS, 7BN3, 8SMO",No 3D Structure
161,TARDBP,HSP90AA1,Q13148,A5A6K9,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR",No 3D Structure
162,VDAC1,APOE,Q9MZ16,P0DKW7,No 3D Structure,No 3D Structure
163,SNRNP70,HNRNPA0,P08621,Q13151,"2L5I, 2L5J, 3CW1, 3PGW, 4PJO, 4PKD, 6QX9, 7B0Y, 7VPX, 8R08",No 3D Structure
164,PCBP1,RBM14,P60335,Q8C2Q3,No 3D Structure,No 3D Structure
165,PDHA1,ACO2,P08559,Q94A28,"1NI4, 2OZL, 3EXE, 3EXF, 3EXG, 3EXH, 3EXI, 6CER, 6CFO",No 3D Structure
166,TOMM40,HSPA4,O96008,O88600,"7CK6, 7CP9, 7VBY, 7VC4, 7VD2, 7VDD, 8XVA",No 3D Structure
167,VCP,GRN,P42660,P28799,No 3D Structure,"1G26, 2JYE, 2JYT, 2JYU, 2JYV, 6NUG, 8T8R, 8T8S"
168,PMPCA,FXN,Q10713,Q16595,No 3D Structure,"1EKG, 1LY7, 3S4M, 3S5D, 3S5E, 3S5F, 3T3J, 3T3K, 3T3L, 3T3T, 3T3X, 5KZ5, 6NZU, 8PK8, 8PK9, 8RME"
169,NDUFS3,VDAC1,O75489,Q9MZ16,"5XTB, 5XTD, 5XTH, 5XTI",No 3D Structure
170,CPSF6,EIF4A3,Q6NVF9,P38919,No 3D Structure,"2HXY, 2HYI, 2J0Q, 2J0S, 2J0U, 2XB2, 3EX7, 4C9B, 5MQF, 5XJC, 5YZG, 6ICZ, 6QDV, 6YVH, 7A5P, 7W59, 7W5A, 7W5B, 7ZNJ, 8C6J, 8I0W, 9FMD"
171,HSP90AA1,YWHAQ,A5A6K9,P68254,No 3D Structure,No 3D Structure
172,TXNDC9,YWHAQ,O14530,P68254,No 3D Structure,No 3D Structure
173,IL12RB2,SOCS3,Q99665,O14543,"8XRP, 8YI7",No 3D Structure
174,DDX5,SRSF1,Q5R4I9,Q6PDM2,No 3D Structure,1X4C
175,DDX58,TRADD,O95786,Q3U0V2,"2LWD, 2LWE, 2QFB, 2QFD, 2RMJ, 2YKG, 3LRN, 3LRR, 3NCU, 3OG8, 3ZD6, 3ZD7, 4AY2, 4BPB, 4NQK, 4ON9, 4P4H, 5E3H, 5F98, 5F9F, 5F9H, 6GPG, 6KYV, 7BAH, 7BAI, 7JL1, 7JL3, 7MK1, 7TNX, 7TNY, 7TNZ, 7TO0, 7TO1, 7TO2, 8DVR, 8DVS, 8DVU, 8G7T, 8G7U, 8G7V, 8SCZ, 8SD0",No 3D Structure
176,UBC,UBQLN4,P0CG48,Q9NRR5,"1C3T, 1CMX, 1D3Z, 1F9J, 1FXT, 1G6J, 1GJZ, 1NBF, 1OGW, 1Q5W, 1S1Q, 1SIF, 1TBE, 1UBI, 1UBQ, 1UD7, 1XD3, 1XQQ, 1YX5, 1YX6, 1ZGU, 2AYO, 2BGF, 2DEN, 2FUH, 2G45, 2GBJ, 2GBK, 2GBM, 2GBN, 2GBR, 2GMI, 2HTH, 2IBI, 2J7Q, 2JF5, 2JRI, 2JY6, 2JZZ, 2K25, 2K6D, 2K8B, 2K8C, 2KDF, 2KJH, 2KLG, 2KN5, 2KX0, 2L3Z, 2LD9, 2LVO, 2LVP, 2LVQ, 2LZ6, 2MBO, 2MBQ, 2MCN, 2MI8, 2MJ5, 2MOR, 2MRE, 2MWS, 2N2K, 2NR2, 2O6V, 2OJR, 2PE9, 2PEA, 2RR9, 2RU6, 2W9N, 2WDT, 2XEW, 2Z59, 2ZCB, 2ZVN, 2ZVO, 3A33, 3ALB, 3AUL, 3B08, 3B0A, 3BY4, 3C0R, 3DVG, 3DVN, 3EEC, 3EFU, 3EHV, 3H7P, 3H7S, 3HM3, 3IFW, 3IHP, 3JSV, 3JVZ, 3JW0, 3K9O, 3K9P, 3KVF, 3KW5, 3LDZ, 3MHS, 3MTN, 3N30, 3N32, 3N3K, 3NS8, 3O65, 3OFI, 3OJ4, 3ONS, 3PT2, 3PTF, 3Q3F, 3RUL, 3TMP, 3U30, 3UGB, 3V6C, 3V6E, 3VFK, 3VUW, 3VUX, 3VUY, 3WXE, 3WXF, 3ZNI, 3ZNZ, 4AP4, 4AUQ, 4BOS, 4BOZ, 4BVU, 4DDG, 4DDI, 4DHJ, 4DHZ, 4FJV, 4HK2, 4HXD, 4I6L, 4I6N, 4IG7, 4IUM, 4JQW, 4K1R, 4K7S, 4K7U, 4K7W, 4KSK, 4KSL, 4LCD, 4LDT, 4MDK, 4MM3, 4MSM, 4MSQ, 4NQK, 4UN2, 4V3K, 4V3L, 4XOK, 4XOL, 4ZQS, 5AF4, 5AF5, 5AF6, 5AIU, 5B83, 5C7J, 5C7M, 5E6J, 5H07, 5NL4, 5NLF, 5NLI, 5NMC, 5OE7, 5OHV, 5OXH, 5OXI, 5UDH, 5WQ4, 5ZQ3, 5ZQ4, 5ZQ5, 5ZQ6, 5ZQ7, 6A43, 6A44, 6AQR, 6B7M, 6B7O, 6EQI, 6K2U, 6KBE, 6N13, 6N6R, 6NQA, 6NXK, 6OI4, 6P5B, 6Q00, 6QML, 6RYA, 6S53, 6SQR, 6T7F, 6T9L, 6TNF, 6TTU, 6TUV, 6TXB, 6ULH, 6UMP, 6UMS, 6UPU, 6V5D, 6VAE, 6VAF, 6VEN, 6W9D, 6W9R, 6W9S, 6WJD, 6WKR, 6WTG, 6YPT, 6Z7V, 7B5L, 7B5M, 7B5N, 7BBD, 7BBF, 7BXG, 7EAL, 7EAO, 7EB9, 7JXV, 7K6P, 7K6Q, 7KEO, 7M4M, 7M4N, 7M4O, 7MEX, 7MIC, 7MYF, 7NPI, 7OWD, 7R70, 7R71, 7TV4, 7UV5, 7UYH, 7YUI, 7ZJ3, 8A9J, 8A9K, 8ADB, 8AMS, 8B3G, 8B3I, 8E7O, 8EAZ, 8EB0, 8FTQ, 8JRT, 8JTI, 8K6I, 8OFF, 8PJN, 8PMQ, 8PQL, 8Q7R, 8R5H, 8RX0, 8SSI, 8ST7, 8ST8, 8ST9, 8SVF, 8T48, 8U5H, 9D1I, 9D1Y, 9D1Z, 9D8P, 9DBY, 9DDE, 9DG3, 9EGV, 9EGW, 9FCI, 9FCJ, 9FJ3, 9FJ4",No 3D Structure
177,HTT,PSMD14,P42858,O35593,"2LD0, 2LD2, 3IO4, 3IO6, 3IOR, 3IOT, 3IOU, 3IOV, 3IOW, 3LRH, 4FE8, 4FEB, 4FEC, 4FED, 4RAV, 6EZ8, 6N8C, 6RMH, 6X9O, 6YEJ, 7DXJ, 7DXK, 8R2O, 8SAH, 8VLX, 8W15",No 3D Structure
178,ELAVL1,HNRNPH3,Q15717,P31942,"3HI9, 4ED5, 4EGL, 4FXV, 5SZW, 6G2K, 6GC5, 6GD1, 6GD2, 6GD3",No 3D Structure
179,VDAC1,YWHAE,Q9MZ16,P62258,No 3D Structure,"2BR9, 3UAL, 3UBW, 6EIH, 7C8E, 7V9B, 8DGM, 8DGN, 8DGP, 8DP5, 8Q1S"
180,VCP,DYNC1H1,P42660,Q14204,No 3D Structure,"5NUG, 5OWO, 6F1T, 6F1U, 6F1V, 6F1Y, 6F38, 6F3A, 7Z8F, 7Z8G, 7Z8H, 7Z8I, 7Z8J, 7Z8K, 7Z8L, 8DYU, 8DYV, 8FCY, 8FD6, 8FDT, 8FDU, 8PQV, 8PQW, 8PQY, 8PQZ, 8PR0, 8PR1, 8PR2, 8PR3, 8PTK"
181,LSM4,SMN1,Q9Y4Z0,P97801,"3JCR, 5O9Z, 6AH0, 6AHD, 6QW6, 6QX9, 7ABG, 8H6E, 8H6J, 8H6K, 8H6L, 8QO9, 8QXD, 8QZS, 8R08, 8R09, 8R0A, 8R0B, 8RM5",No 3D Structure
182,CIAO1,GLRX3,O76071,Q5XJ54,3FM0,No 3D Structure
183,IL2RG,IL13RA1,P40321,P78552,No 3D Structure,"3BPN, 3BPO, 4HWB, 5E4E"
184,MATR3,ZNF326,P43243,Q5BKZ1,No 3D Structure,No 3D Structure
185,RBM14,TRA2B,Q8C2Q3,Q3ZBT6,No 3D Structure,No 3D Structure
186,HSPB1,YWHAZ,Q3T149,P63104,No 3D Structure,"1IB1, 1QJA, 1QJB, 2C1J, 2C1N, 2O02, 2WH0, 3CU8, 3NKX, 3RDH, 4BG6, 4FJ3, 4HKC, 4IHL, 4N7G, 4N7Y, 4N84, 4WRQ, 4ZDR, 5D2D, 5D3F, 5EWZ, 5EXA, 5J31, 5JM4, 5M35, 5M36, 5M37, 5NAS, 5ULO, 5WXN, 5XY9, 6EF5, 6EJL, 6EWW, 6F08, 6F09, 6FN9, 6FNA, 6FNB, 6FNC, 6Q0K, 6RLZ, 6U2H, 6XAG, 6YMO, 6YO8, 6YOS, 6ZFD, 6ZFG, 7D8H, 7D8P, 7D9V, 7MFD, 7MFE, 7MFF, 7Q16, 7ZIT, 8A9G, 8AH2, 8P1H, 8QDV, 8WE2, 8WF6, 9FUM, 9FVL"
187,MATR3,HNRNPF,P43243,P52597,No 3D Structure,"2HGL, 2HGM, 2HGN, 2KFY, 2KG0, 2KG1, 3TFY"
188,YWHAB,PI4KB,P31946,Q49GP3,"2BQ0, 2C23, 4DNK, 5N10, 6A5Q, 6BYK, 6GN0, 6GN8, 6GNJ, 6GNK, 6GNN, 6HEP, 6YGJ, 8DP5, 8EQ8, 8EQH",No 3D Structure
189,DDX5,RBMX,Q5R4I9,Q9WV02,No 3D Structure,No 3D Structure
190,CPSF6,HNRNPU,Q6NVF9,Q8VEK3,No 3D Structure,No 3D Structure
191,CELF1,HNRNPK,Q4QQT3,P61979,No 3D Structure,No 3D Structure
192,SOD1,PSMD14,P15107,O35593,1XSO,No 3D Structure
193,PSMD14,UBQLN2,O35593,Q9UHD9,No 3D Structure,"1J8C, 2NBV, 6MUN, 7F7X"
194,TAF15,HNRNPA3,Q9AST1,P51991,No 3D Structure,No 3D Structure
195,MATR3,KHDRBS1,P43243,Q07666,No 3D Structure,"2XA6, 3QHE, 7Z89, 7Z8A, 7Z9A, 7Z9B, 7ZAB, 7ZAC, 7ZAF, 7ZAM"
196,HDAC4,YWHAH,Q6NZM9,Q04917,No 3D Structure,"2C63, 2C74, 7NMZ"
197,CPSF6,HNRNPA2B1,Q6NVF9,P22626,No 3D Structure,"1X4B, 5EN1, 5HO4, 5WWE, 5WWF, 5WWG, 6WPQ, 6WQK, 7WM3, 8DU2, 8DUW, 8EC7, 8HNI"
198,FUS,SAFB,P56959,D3YXK2,No 3D Structure,No 3D Structure
199,VDAC1,NDUFA9,Q9MZ16,Q16795,No 3D Structure,"5XTB, 5XTD, 5XTH, 5XTI"
200,HSPD1,PMPCA,P10809,Q10713,"4PJ1, 6HT7, 6MRC, 6MRD, 7AZP, 7L7S, 8G7J, 8G7K, 8G7L, 8G7M, 8G7N, 8G7O, 8U39",No 3D Structure
201,VCP,PARK7,P42660,Q5XJ36,No 3D Structure,No 3D Structure
202,SOD1,VCP,P15107,P42660,1XSO,No 3D Structure
203,NFKBIA,PSMA4,Q9Z1E3,P25789,No 3D Structure,"4R3O, 4R67, 5A0Q, 5GJQ, 5GJR, 5L4G, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4, 5LF6, 5LF7, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFO, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 6AVO, 6E5B, 6KWY, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6R70, 6REY, 6RGQ, 6WJD, 6WJN, 6XMJ, 7AWE, 7B12, 7LXV, 7NAN, 7NAO, 7NAP, 7NAQ, 7NHT, 7PG9, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7V5G, 7V5M, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8BZL, 8CVR, 8CVS, 8CVT, 8CXB, 8JRI, 8JRT, 8JTI, 8K0G, 8QYJ, 8QYL, 8QYM, 8QYN, 8QYO, 8QYS, 8QZ9, 8TM3, 8TM4, 8TM5, 8TM6, 8UD9, 8USB, 8USC, 8YIX, 8YIY, 8YIZ, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q, 9HMN"
204,IFNA14,STAT1,P01570,Q764M5,No 3D Structure,No 3D Structure
205,ELAVL1,RBM14,Q15717,Q8C2Q3,"3HI9, 4ED5, 4EGL, 4FXV, 5SZW, 6G2K, 6GC5, 6GD1, 6GD2, 6GD3",No 3D Structure
206,RBM14,HNRNPL,Q8C2Q3,Q8R081,No 3D Structure,"3S01, 3TYT"
207,PMPCB,NDUFAB1,O75439,O14561,No 3D Structure,"2DNW, 5OOL, 5OOM, 5XTB, 5XTC, 5XTD, 5XTH, 5XTI, 6ODD, 7A5H, 7A5J, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF5, 7OF7, 7OI6, 7OI7, 7OI8, 7OI9, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 8K2B, 8PK0, 8QSJ, 8QU5"
208,GPR37,STUB1,Q9QY42,Q9UNE7,No 3D Structure,"4KBQ, 6EFK, 6NSV, 7TB1, 8EHZ, 8EI0, 8F14, 8F15, 8F16, 8F17, 8FYU, 8GCK, 8SUV"
209,IFNA5,STAT1,P01569,Q764M5,No 3D Structure,No 3D Structure
210,SYNCRIP,HNRNPA0,O60506,Q13151,"2DGU, 2MXT, 2NBB, 6KOR",No 3D Structure
211,PMPCA,NDUFS2,Q10713,O75306,No 3D Structure,"5XTB, 5XTC, 5XTD, 5XTH, 5XTI"
212,VCP,PSMA6,P42660,P60900,No 3D Structure,"4R3O, 4R67, 5A0Q, 5GJQ, 5GJR, 5L4G, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4, 5LF6, 5LF7, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFO, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 6AVO, 6E5B, 6KWY, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6R70, 6REY, 6RGQ, 6WJD, 6WJN, 6XMJ, 7AWE, 7B12, 7LXV, 7NAN, 7NAO, 7NAP, 7NAQ, 7NHT, 7PG9, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7V5G, 7V5M, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8BZL, 8CVR, 8CVS, 8CVT, 8CXB, 8JRI, 8JRT, 8JTI, 8K0G, 8QYJ, 8QYL, 8QYM, 8QYN, 8QYO, 8QYS, 8QZ9, 8TM3, 8TM4, 8TM5, 8TM6, 8UD9, 8USB, 8USC, 8YIX, 8YIY, 8YIZ, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q, 9HMN"
213,MARK3,YWHAQ,Q8VHF0,P68254,No 3D Structure,No 3D Structure
214,TAF15,HNRNPR,Q9AST1,O43390,No 3D Structure,2DK2
215,CPSF6,KHDRBS1,Q6NVF9,Q07666,No 3D Structure,"2XA6, 3QHE, 7Z89, 7Z8A, 7Z9A, 7Z9B, 7ZAB, 7ZAC, 7ZAF, 7ZAM"
216,DNAJC6,PICALM,O75061,Q13492,No 3D Structure,No 3D Structure
217,PINK1,VCP,B5DFG1,P42660,No 3D Structure,No 3D Structure
218,DHX9,RBMX,Q5R874,Q9WV02,No 3D Structure,No 3D Structure
219,DDX5,HNRNPA0,Q5R4I9,Q13151,No 3D Structure,No 3D Structure
220,DHX9,HNRNPDL,Q5R874,O14979,No 3D Structure,7ZIR
221,HSPA8,RAF1,P63017,A7E3S4,3CQX,No 3D Structure
222,MATR3,VCP,P43243,P42660,No 3D Structure,No 3D Structure
